"","id","rand_cov_id","year","fec","post","attrited","age","HH_size","sex","edu_none","edu_prim","edu_sec","cocoa_farm","plnt_size","smp_size","up_size"
"551",573,233,2014,0,0,0,52,10,0,1,0,0,1,4,1,2
"552",615,233,2014,0,0,0,35,6,1,1,0,0,1,5,2,3
"553",662,233,2014,0,0,0,40,8,0,0,0,0,1,3,2,2
"554",741,233,2014,0,0,0,40,9,0,1,0,0,1,9,1.54066985645933,2
"555",765,233,2014,0,0,0,40,6,0,1,0,0,1,5,1.54066985645933,2
"556",779,233,2014,0,0,0,32,4,1,1,0,0,0,3,1.54066985645933,1
"557",790,233,2014,0,0,0,45,6,0,0,0,1,1,1,1,1
"558",800,233,2014,0,0,0,35,6,1,1,0,0,1,6,1,4
"559",88,215,2014,0,0,1,45,3,0,1,0,0,1,13,0,0
"560",143,215,2014,0,0,0,70,4,0,0,0,1,1,32,2,3.84941176470588
"561",195,215,2014,0,0,0,35,5,1,0,0,1,1,1,2,3
"562",245,215,2014,0,0,0,62,11,0,0,0,0,1,8,3,2
"563",293,215,2014,0,0,0,60,15,1,1,0,0,1,5,1,2
"564",345,215,2014,0,0,0,44,16,1,1,0,0,1,12,0,0
"565",388,215,2014,0,0,0,54,12,0,0,0,0,1,3,0,7
"566",434,215,2014,0,0,1,65,6,1,1,0,0,0,0,1,0
"567",528,215,2014,0,0,0,30,3,1,1,0,0,0,4,3,3.84941176470588
"568",616,215,2014,0,0,0,27,5,0,0,0,0,1,2,2,2
"569",709,215,2014,0,0,1,45,2,1,0,1,0,0,1,1,4
"570",742,215,2014,0,0,0,41,10,0,0,0,0,0,8,2,3.84941176470588
"571",766,215,2014,0,0,0,31,7,0,1,0,0,0,6.09154929577465,1,2
"572",780,215,2014,0,0,0,42,15,0,0,0,1,0,0,2,7
"573",791,215,2014,0,0,1,45,5,0,1,0,0,1,3,1,0
"574",801,215,2014,0,0,1,20,12,1,1,0,0,1,2,0,2
"575",38,280,2014,0,0,0,25,7,1,0,1,0,1,3,3,2
"576",89,280,2014,0,0,0,26,3,0,1,0,0,1,5,2,3.84941176470588
"577",144,280,2014,0,0,0,46,1,0,0,0,0,0,6.09154929577465,1.54066985645933,1
"578",196,280,2014,0,0,0,53,2,0,1,0,0,0,0,3,0
"579",294,280,2014,0,0,0,54,11,0,0,1,0,0,0,0,2
"580",346,280,2014,0,0,0,29,5,0,1,0,0,1,8,1.54066985645933,1
"581",482,280,2014,0,0,0,40,15,0,0,0,1,1,5,2,5
"582",529,280,2014,0,0,1,60,3,0,0,0,1,1,1,0,4
"583",617,280,2014,0,0,0,42,7,0,0,0,1,1,8,2,10
"584",663,280,2014,0,0,0,41,7,0,1,0,0,1,4,3,3.84941176470588
"585",710,280,2014,0,0,0,45,11,0,1,0,0,1,3,2,3
"586",743,280,2014,0,0,1,42,2,0,0,0,0,0,2,2,3
"587",781,280,2014,0,0,1,60,4,0,1,0,0,1,3,0,3
"588",792,280,2014,0,0,0,41,22,0,0,0,0,1,32,5,15
"589",39,409,2014,1,0,0,30,5,0,0,1,0,1,7,3,4
"590",145,409,2014,1,0,0,65,5,1,1,0,0,1,2,1,4.89430446195321
"591",197,409,2014,1,0,0,46,5,0,1,0,0,1,10,1.6994459833795,2
"592",246,409,2014,1,0,0,42,8,0,0,0,1,1,16,1.6994459833795,4
"593",295,409,2014,1,0,0,40,8,1,1,0,0,1,38,2,6
"594",389,409,2014,1,0,0,28,9,0,1,0,0,1,3,1,3
"595",435,409,2014,1,0,0,52,7,0,0,0,1,1,9,4,3
"596",530,409,2014,1,0,0,23,5,1,1,0,0,0,0,2,0
"597",618,409,2014,1,0,0,65,13,0,1,0,0,1,1,1,4
"598",664,409,2014,1,0,0,27,16,0,0,0,1,1,11,2,2
"599",711,409,2014,1,0,1,42,5,0,0,0,1,1,3,2,4
"600",744,409,2014,1,0,0,70,10,0,0,1,0,1,11,1,3
"601",767,409,2014,1,0,0,90,10,0,0,0,0,0,0,0,2
"602",40,237,2014,1,0,0,25,6,1,1,0,0,1,6,2,5
"603",90,237,2014,1,0,1,20,2,0,1,0,0,1,2,1,4.89430446195321
"604",146,237,2014,1,0,0,50,2,1,1,0,0,1,7,0,2
"605",247,237,2014,1,0,0,80,7,1,1,0,0,1,8,0,0
"606",296,237,2014,1,0,0,29,13,0,0,0,0,1,14,1.6994459833795,2
"607",347,237,2014,1,0,0,46,5,0,0,0,0,1,4,1.6994459833795,3
"608",390,237,2014,1,0,0,25,3,0,0,1,0,1,3,1,2
"609",483,237,2014,1,0,0,70,6,0,0,0,0,1,4,1,3
"610",574,237,2014,1,0,0,40,10,1,1,0,0,0,3,0,2
"611",619,237,2014,1,0,0,45,19,1,1,0,0,0,2,2,8
"612",665,237,2014,1,0,0,55,12,0,0,0,0,1,9,1.6994459833795,2
"613",712,237,2014,1,0,0,51,7,0,0,0,0,1,3,1.6994459833795,3
"614",745,237,2014,1,0,0,75,8,0,0,0,0,1,6,3,4
"615",768,237,2014,1,0,0,25,5,0,1,0,0,1,1,0,0
"616",782,237,2014,1,0,1,50,4,0,0,1,0,1,3,1,4.89430446195321
"617",793,237,2014,1,0,0,24,6,1,0,1,0,1,2,0,1
"618",41,731,2014,1,0,0,60,15,0,1,0,0,1,8,1,4
"619",91,731,2014,1,0,1,40,17,1,1,0,0,0,1,0,5
"620",147,731,2014,1,0,0,35,10,1,1,0,0,0,0,0,2
"621",198,731,2014,1,0,0,22,5,0,1,0,0,1,20,0,1
"622",248,731,2014,1,0,0,45,12,0,1,0,0,1,2,2,4
"623",297,731,2014,1,0,1,20,2,1,1,0,0,0,0,1,1
"624",348,731,2014,1,0,0,45,5,0,0,0,0,1,2,2,3
"625",42,217,2014,1,0,0,70,4,1,1,0,0,1,0,0,0
"626",92,217,2014,1,0,0,50,12,0,0,0,0,1,6,2,3
"627",148,217,2014,1,0,1,25,5,0,1,0,0,1,2,1,2
"628",199,217,2014,1,0,1,50,12,0,1,0,0,1,10,0,2
"629",249,217,2014,1,0,0,48,12,1,1,0,0,1,5,1,3
"630",298,217,2014,1,0,0,45,9,1,0,1,0,1,2,1,4
"631",349,217,2014,1,0,0,45,9,0,0,1,0,1,3,0,3
"632",391,217,2014,1,0,0,50,6,0,1,0,0,1,3,0,2
"633",436,217,2014,1,0,0,62,11,0,0,0,0,1,5,1.5,4
"634",484,217,2014,1,0,0,37,6,0,1,0,0,1,5,0,3
"635",531,217,2014,1,0,0,50,6,0,0,0,0,0,0,0,3
"636",575,217,2014,1,0,0,45,5,0,1,0,0,1,4,0,5
"637",620,217,2014,1,0,0,45,13,0,0,0,0,1,8,1,5
"638",666,217,2014,1,0,0,40,6,1,1,0,0,0,0,0,0
"639",713,217,2014,1,0,0,40,3,0,0,0,0,1,2,0,4
"640",746,217,2014,1,0,0,60,11,0,0,0,0,1,6,1,3
"641",93,528,2014,1,0,0,44,9,0,0,0,0,0,4,4,4
"642",149,528,2014,1,0,1,30,5,0,0,1,0,0,3,0,2
"643",250,528,2014,1,0,0,30,6,0,0,0,0,0,2,0,4
"644",392,528,2014,1,0,0,35,6,0,0,0,0,0,3,0,3
"645",437,528,2014,1,0,0,75,15,0,0,0,0,1,7,3,12
"646",485,528,2014,1,0,0,25,11,1,0,0,0,1,10,0,10
"647",532,528,2014,1,0,0,45,5,0,0,0,0,1,14,0,7
"648",576,528,2014,1,0,0,53,5,0,1,0,0,1,14,2,3
"649",621,528,2014,1,0,0,59,12,0,0,1,0,1,8,0,8
"650",667,528,2014,1,0,0,35,13,0,0,0,0,1,16,3,16
"651",714,528,2014,1,0,0,40,9,0,1,0,0,1,2,1,3
"652",747,528,2014,1,0,0,50,8,0,0,1,0,1,14,0,12
"653",769,528,2014,1,0,0,25,10,1,0,1,0,0,2,1,2
"654",783,528,2014,1,0,1,36,4,0,1,0,0,0,0,0,4
"655",794,528,2014,1,0,0,30,7,1,1,0,0,1,2,7,7
"656",802,528,2014,1,0,1,25,6,1,1,0,0,1,4,1,4
"657",43,795,2014,1,0,0,79,5,0,0,0,0,1,8,0,4
"658",94,795,2014,1,0,0,51,9,1,1,0,0,1,2,1,2
"659",150,795,2014,1,0,1,32,8,1,1,0,0,1,4,1,4
"660",200,795,2014,1,0,1,71,6,0,0,0,0,1,10,0,10
"661",251,795,2014,1,0,0,55,10,1,1,0,0,1,10,0,5
"662",299,795,2014,1,0,0,50,6,0,0,1,0,1,15,50,200
"663",350,795,2014,1,0,0,56,4,1,1,0,0,0,0,2,3
"664",393,795,2014,1,0,0,50,6,1,1,0,0,0,0,6,10
"665",438,795,2014,1,0,0,50,8,1,1,0,0,1,11,6,11
"666",486,795,2014,1,0,0,25,7,1,1,0,0,0,0,0,8
"667",533,795,2014,1,0,0,82,10,0,1,0,0,1,7,0,10
"668",622,795,2014,1,0,0,41,7,0,0,0,0,1,9,1,9
"669",668,795,2014,1,0,1,60,7,0,0,0,1,1,3,0,3
"670",715,795,2014,1,0,0,56,6,1,1,0,0,1,9,3,6
"671",748,795,2014,1,0,0,50,13,1,1,0,0,1,6,0,10
"672",44,152,2014,1,0,0,39,5,0,0,0,0,1,4,3,4
"673",95,152,2014,1,0,1,25,8,1,0,0,0,1,2,2,2
"674",151,152,2014,1,0,1,62,7,1,1,0,0,0,2,1,2
"675",201,152,2014,1,0,1,31,9,1,1,0,0,1,5,0,3
"676",300,152,2014,1,0,1,23,6,1,0,1,0,0,2,0,3
"677",351,152,2014,1,0,0,39,6,0,0,0,0,1,5,0,3
"678",394,152,2014,1,0,0,24,5,0,0,0,0,0,3,1,3
"679",487,152,2014,1,0,0,64,11,0,0,0,1,0,2,0,2
"680",534,152,2014,1,0,1,70,14,0,0,0,0,1,7,15,200
"681",623,152,2014,1,0,1,26,5,1,1,0,0,1,20,6,5
"682",2,13,2014,1,0,0,30,8,1,1,0,0,1,4,0,4
"683",45,13,2014,1,0,1,20,7,0,1,0,0,1,2,7,0
"684",96,13,2014,1,0,0,69,7,0,0,0,0,0,1,0,5
"685",152,13,2014,1,0,0,74,14,0,0,0,0,0,0,0,9
"686",202,13,2014,1,0,0,46,12,0,1,0,0,1,4,8,6
"687",252,13,2014,1,0,0,59,6,0,0,0,0,0,0,2,5
"688",301,13,2014,1,0,0,62,7,0,1,0,0,1,4,0,7
"689",352,13,2014,1,0,0,44,6,1,1,0,0,0,1,1,0
"690",395,13,2014,1,0,0,48,7,0,1,0,0,1,11,0,6
"691",439,13,2014,1,0,1,62,5,0,1,0,0,1,10,0,6
"692",488,13,2014,1,0,0,54,10,0,0,0,1,0,2,2,4
"693",535,13,2014,1,0,0,40,11,0,0,0,0,1,5,10,10
"694",577,13,2014,1,0,1,25,4,1,0,1,0,0,1,0,6
"695",624,13,2014,1,0,0,30,5,0,0,0,0,1,4,1,4
"696",716,13,2014,1,0,0,25,6,0,0,1,0,1,8,0,6
"697",749,13,2014,1,0,0,41,6,0,1,0,0,0,7,0,7
"698",46,816,2014,0,0,0,29,4,0,0,0,0,1,3,1,3
"699",97,816,2014,0,0,0,27,7,1,1,0,0,1,5,0,4
"700",153,816,2014,0,0,0,45,13,0,0,0,0,1,11,1,7
"701",203,816,2014,0,0,0,20,14,0,0,0,0,1,15,0,2
"702",253,816,2014,0,0,1,20,7,1,0,0,1,1,3,1,3
"703",302,816,2014,0,0,1,44,5,1,1,0,0,0,7,2,7
"704",353,816,2014,0,0,1,40,8,0,0,1,0,0,10,5,10
"705",396,816,2014,0,0,0,73,7,0,0,0,0,1,10,10,5
"706",440,816,2014,0,0,0,65,7,1,1,0,0,0,0,0,0
"707",489,816,2014,0,0,1,57,8,0,0,0,1,1,13,0,3
"708",536,816,2014,0,0,1,34,8,1,1,0,0,0,7,4,7
"709",578,816,2014,0,0,0,45,10,0,1,0,0,1,6,2,2
"710",625,816,2014,0,0,1,70,10,1,1,0,0,1,5,3,2
"711",669,816,2014,0,0,0,39,45,0,1,0,0,1,25,25,25
"712",717,816,2014,0,0,0,69,11,0,0,0,0,1,15,4,15
"713",98,367,2014,1,0,0,64,8,1,1,0,0,1,0,0,0
"714",154,367,2014,1,0,0,35,13,0,1,0,0,1,12,5,6
"715",204,367,2014,1,0,0,60,7,1,1,0,0,0,5,2,5
"716",254,367,2014,1,0,0,60,5,0,1,0,0,1,13,2,0.230000004172325
"717",303,367,2014,1,0,0,80,11,0,1,0,0,0,10,4,10
"718",354,367,2014,1,0,1,60,11,0,0,0,0,1,4,0,5
"719",397,367,2014,1,0,1,46,4,0,0,0,0,1,50,10,20
"720",441,367,2014,1,0,0,49,7,0,0,0,1,1,14,0,4
"721",490,367,2014,1,0,0,64,9,0,0,1,0,1,20,10,10
"722",537,367,2014,1,0,1,75,9,0,0,0,0,1,12,4,8
"723",579,367,2014,1,0,0,79,8,0,1,0,0,1,3,0,4
"724",626,367,2014,1,0,0,80,5,0,0,0,0,1,8,0,7
"725",670,367,2014,1,0,0,49,5,0,0,0,0,0,7,1,7
"726",718,367,2014,1,0,0,45,9,1,1,0,0,1,8,0,3
"727",750,367,2014,1,0,1,60,10,0,1,0,0,0,3,1,3
"728",99,82,2014,1,0,0,42,9,0,0,1,0,0,3,5,3
"729",155,82,2014,1,0,0,40,10,0,0,0,0,1,20,3,20
"730",255,82,2014,1,0,0,85,11,0,0,1,0,1,5,4,1
"731",398,82,2014,1,0,0,31,11,0,1,0,0,1,0,0,3
"732",442,82,2014,1,0,0,29,5,0,1,0,0,0,2,3,3
"733",538,82,2014,1,0,0,60,6,0,0,0,0,1,0,2,3
"734",627,82,2014,1,0,1,25,12,0,0,0,0,0,9,3,12
"735",671,82,2014,1,0,0,55,4,0,0,0,0,1,14,0,5
"736",719,82,2014,1,0,0,45,8,1,1,0,0,0,0,0,0
"737",751,82,2014,1,0,0,50,4,0,0,0,0,0,4,1,2
"738",770,82,2014,1,0,1,60,7,0,0,0,0,0,3,0,3
"739",784,82,2014,1,0,1,28,5,0,1,0,0,0,0,2,3
"740",795,82,2014,1,0,0,34,7,0,0,1,0,0,0,3,4
"741",47,163,2014,1,0,0,41,4,0,0,0,0,0,3,1,2
"742",100,163,2014,1,0,1,28,7,1,1,0,0,0,1,2,3
"743",156,163,2014,1,0,1,90,9,0,0,0,0,1,5,4,4
"744",205,163,2014,1,0,1,23,5,1,1,0,0,1,3,2,6
"745",304,163,2014,1,0,0,54,3,0,0,0,0,0,5.61345646437995,1.6994459833795,4
"746",443,163,2014,1,0,0,40,5,0,0,0,0,0,4,3,6
"747",491,163,2014,1,0,0,74,11,0,1,0,0,1,11,1.6994459833795,5
"748",539,163,2014,1,0,0,43,5,0,1,0,0,0,3,2,2
"749",672,163,2014,1,0,1,70,14,1,1,0,0,0,5,1.6994459833795,2
"750",720,163,2014,1,0,0,40,7,0,0,0,0,1,4,2,3
"751",752,163,2014,1,0,0,75,7,0,0,0,0,1,4,2,4
"752",771,163,2014,1,0,1,22,2,1,1,0,0,0,5.61345646437995,1.6994459833795,3
"753",785,163,2014,1,0,1,50,9,1,1,0,0,1,3,2,1
"754",796,163,2014,1,0,1,75,7,1,1,0,0,1,2,5,4
"755",803,163,2014,1,0,0,40,10,0,0,0,0,1,12,2,5
"756",48,212,2014,1,0,0,70,7,0,1,0,0,0,7,1.6994459833795,4
"757",157,212,2014,1,0,1,50,3,1,1,0,0,0,5.61345646437995,1.6994459833795,1
"758",206,212,2014,1,0,0,50,7,0,0,1,0,1,4,3,4
"759",256,212,2014,1,0,0,40,6,0,0,0,0,1,4,1,2
"760",305,212,2014,1,0,1,70,4,1,1,0,0,0,0,0,0
"761",355,212,2014,1,0,1,70,7,1,1,0,0,1,3,0,3
"762",399,212,2014,1,0,0,35,10,0,0,0,0,1,1,1,3
"763",444,212,2014,1,0,0,25,5,0,0,0,0,1,2,40,2
"764",49,249,2014,1,0,1,30,3,0,0,0,0,1,4,1,2
"765",101,249,2014,1,0,0,80,15,0,0,0,0,1,11,3,10
"766",158,249,2014,1,0,0,45,10,0,0,0,0,1,4,5,3
"767",207,249,2014,1,0,0,25,4,1,1,0,0,1,4,2,1
"768",257,249,2014,1,0,1,37,7,0,0,0,0,0,5.61345646437995,1.6994459833795,4
"769",306,249,2014,1,0,0,50,9,0,0,0,0,1,8,3,3
"770",356,249,2014,1,0,0,90,11,0,0,1,0,1,7,1,3
"771",400,249,2014,1,0,0,60,4,1,1,0,0,1,2,2,2
"772",445,249,2014,1,0,0,45,3,1,1,0,0,1,6,0,0
"773",492,249,2014,1,0,1,45,4,0,0,0,0,1,4,3,3
"774",540,249,2014,1,0,0,30,4,0,1,0,0,1,2,2,2
"775",580,249,2014,1,0,0,70,7,1,1,0,0,0,0,3,0
"776",208,604,2014,1,0,0,34,8,0,0,0,0,1,7,1,3
"777",307,604,2014,1,0,1,37,5,0,0,1,0,1,4,1,1
"778",753,604,2014,1,0,0,49,16,0,0,0,0,1,6,0,3
"779",772,604,2014,1,0,1,55,7,0,0,0,0,1,23,0,5
"780",786,604,2014,1,0,1,40,6,0,1,0,0,0,1,0,1
"781",797,604,2014,1,0,1,45,8,0,0,0,0,1,14,0,3
"782",804,604,2014,1,0,1,45,6,1,1,0,0,0,0,0,2
"783",807,604,2014,1,0,1,55,6,0,1,0,0,1,9,1,3
"784",810,604,2014,1,0,1,70,6,1,1,0,0,1,2,0,3
"785",812,604,2014,1,0,1,40,10,0,0,0,0,0,5,0,5
"786",813,604,2014,1,0,1,20,6,0,0,0,1,1,5,0,5
"787",814,604,2014,1,0,0,35,5,0,0,0,0,1,13,0,2
"788",815,604,2014,1,0,1,35,4,0,0,0,0,0,3,0,2
"789",816,604,2014,1,0,1,65,17,0,0,1,0,1,4,0,3
"790",817,604,2014,1,0,1,35,5,1,1,0,0,0,3,0,2
"791",50,667,2014,1,0,0,36,4,0,0,0,0,1,3,2,4
"792",102,667,2014,1,0,1,50,7,0,0,1,0,1,2,2,2
"793",308,667,2014,1,0,0,79,9,0,1,0,0,1,9,1.6994459833795,3
"794",357,667,2014,1,0,0,50,6,0,0,0,0,1,9,1.6994459833795,3
"795",401,667,2014,1,0,0,75,3,0,1,0,0,0,0,2,0
"796",446,667,2014,1,0,0,58,10,0,0,0,0,0,4,0,0
"797",493,667,2014,1,0,0,20,6,0,1,0,0,1,7,2,4
"798",541,667,2014,1,0,0,38,6,0,0,0,0,1,2,1,3
"799",51,253,2014,1,0,0,40,4,0,0,1,0,0,4,1.6994459833795,3
"800",103,253,2014,1,0,1,70,9,0,0,0,0,1,3,1.6994459833795,1
"801",209,253,2014,1,0,0,59,5,0,0,1,0,1,3,2,3
"802",258,253,2014,1,0,1,40,5,0,0,0,1,1,0,1.6994459833795,0
"803",52,433,2014,0,0,0,39,7,0,0,1,0,0,3,3,3
"804",104,433,2014,0,0,0,70,8,0,0,0,0,1,3,2,3
"805",159,433,2014,0,0,0,73,8,0,0,0,0,1,4,2,3
"806",210,433,2014,0,0,0,25,8,0,0,0,0,1,3,1,2
"807",259,433,2014,0,0,0,67,9,0,1,0,0,1,7,1.54066985645933,4
"808",309,433,2014,0,0,0,35,4,1,1,0,0,1,2,3,3
"809",402,433,2014,0,0,0,25,22,1,1,0,0,0,2,1,2
"810",447,433,2014,0,0,0,31,2,0,1,0,0,0,2,1,3.84941176470588
"811",494,433,2014,0,0,0,75,12,0,0,0,0,1,5,1,2
"812",581,433,2014,0,0,0,30,6,0,0,0,0,0,1,2,3
"813",628,433,2014,0,0,0,20,13,0,0,0,0,1,7,0,6
"814",673,433,2014,0,0,0,45,11,0,1,0,0,1,5,1.54066985645933,3
"815",721,433,2014,0,0,0,60,5,1,1,0,0,0,0,0,0
"816",754,433,2014,0,0,0,25,8,0,1,0,0,0,3,1.54066985645933,3
"817",773,433,2014,0,0,0,35,9,0,1,0,0,0,3,1.54066985645933,4
